loop20.log - test_y,loop15_3.log - test_y,loop10.log - test_y,loop5_2.log - test_y,
0.263500034809,0.295249998569,0.252499997616,0.29724997282,
0.244250014424,0.258749991655,0.237250030041,0.257499963045,
0.233499988914,0.238499999046,0.226750016212,0.242250010371,
0.226500034332,0.228250011802,0.217749983072,0.234499961138,
0.224500015378,0.222750008106,0.214249998331,0.228249996901,
0.220500007272,0.219249993563,0.210249990225,0.223750010133,
0.217000022531,0.217250019312,0.208249971271,0.221249997616,
0.213250011206,0.216999992728,0.207999974489,0.217999994755,
0.211250022054,0.215249985456,0.204249978065,0.21400000155,
0.209250018001,0.214250013232,0.202499985695,0.211749985814,
0.206000000238,0.211500003934,0.201249986887,0.209999993443,
0.201249971986,0.208500012755,0.200749978423,0.206749990582,
0.200999960303,0.208499997854,0.201499968767,0.205500021577,
0.19874997437,0.207750022411,0.20199996233,0.203500017524,
0.197999969125,0.20750002563,0.200999975204,0.203250005841,
0.197999954224,0.206750035286,0.199749991298,0.201999992132,
0.196999952197,0.206750020385,0.196999996901,0.201999977231,
0.196749970317,0.206500008702,0.195000007749,0.201249986887,
0.196499973536,0.20600001514,0.194999992847,0.200749978423,
0.195999979973,0.206500038505,0.194499999285,0.200499981642,
0.196499973536,0.205750003457,0.19374999404,0.200249969959,
0.196500003338,0.204500004649,0.19374999404,0.199999973178,
0.195500001311,0.204499989748,0.192500025034,0.199999973178,
0.195749998093,0.202999994159,0.192250028253,0.199250012636,
0.19549998641,0.202249988914,0.192500025034,0.19849999249,
0.194749996066,0.201999992132,0.193250015378,0.197249993682,
0.19374999404,0.201749995351,0.193250030279,0.196499973536,
0.193999990821,0.201499983668,0.193000033498,0.195749953389,
0.193499997258,0.200499996543,0.192750021815,0.196499943733,
0.192000001669,0.20024998486,0.192250013351,0.19749994576,
0.191750004888,0.200999975204,0.190999999642,0.197999954224,
0.190750017762,0.199999988079,0.189500033855,0.198249951005,
0.190250024199,0.199999988079,0.189999997616,0.197749972343,
0.190000027418,0.20000000298,0.189999982715,0.198249980807,
0.189250037074,0.199749991298,0.189999982715,0.197499960661,
0.18875002861,0.199249982834,0.189249992371,0.196749970317,
0.189000025392,0.199499994516,0.188999995589,0.196249976754,
0.18875002861,0.199499979615,0.189249992371,0.196249976754,
0.188250035048,0.199249982834,0.189750015736,0.195999979973,
0.188250035048,0.19874997437,0.190250009298,0.196249976754,
0.188000023365,0.197999984026,0.190250009298,0.196249976754,
0.18700003624,0.197999984026,0.190000012517,0.195999979973,
0.187250033021,0.198249980807,0.189500018954,0.195249974728,
0.186500027776,0.198249980807,0.188999995589,0.194749981165,
0.185750037432,0.197499990463,0.188500016928,0.194999977946,
0.185000047088,0.198499977589,0.188750013709,0.195249989629,
0.184500053525,0.198499977589,0.188250005245,0.194749996066,
0.184250026941,0.19874997437,0.188500016928,0.194499984384,
0.183750033379,0.19874997437,0.188250020146,0.193999990821,
0.183750033379,0.19874997437,0.188750013709,0.193499997258,
0.183500006795,0.197999984026,0.187999993563,0.193499997258,
0.183250024915,0.198749989271,0.188249990344,0.193250000477,
0.183000043035,0.198999971151,0.188500002027,0.193249985576,
0.182500034571,0.198999971151,0.188000008464,0.192499995232,
0.182500034571,0.197999984026,0.187250003219,0.192999988794,
0.181500017643,0.197999984026,0.187250003219,0.193000003695,
0.182000055909,0.197749972343,0.186999991536,0.192749992013,
0.181750044227,0.197749972343,0.186499983072,0.193249985576,
0.182000041008,0.19849999249,0.187499985099,0.192999988794,
0.183000028133,0.197999984026,0.187499985099,0.193000003695,
0.182750031352,0.197999984026,0.187499985099,0.193000003695,
0.182500034571,0.197749987245,0.186999991536,0.193000003695,
0.182500034571,0.197249993682,0.187499985099,0.192750006914,
0.182250037789,0.197500005364,0.186749964952,0.192000001669,
0.182250037789,0.197249993682,0.186499968171,0.192250013351,
0.18250001967,0.197999984026,0.186999976635,0.191750004888,
0.182000026107,0.197749987245,0.187249973416,0.191500008106,
0.182250022888,0.197249978781,0.187249973416,0.192500010133,
0.182000026107,0.196749955416,0.18799996376,0.192750021815,
0.182000026107,0.197499975562,0.188499987125,0.193500012159,
0.181750014424,0.197499975562,0.187499985099,0.193250015378,
0.181500017643,0.196999967098,0.18774998188,0.193500012159,
0.180500000715,0.197249978781,0.188499987125,0.192750006914,
0.180749997497,0.197499975562,0.187999993563,0.193250015378,
0.180500000715,0.196999981999,0.188249990344,0.193000018597,
0.179999992251,0.196749985218,0.187250003219,0.193250015378,
0.17974999547,0.196749985218,0.187000006437,0.193000003695,
0.179499998689,0.196749985218,0.186750009656,0.193250000477,
0.178999990225,0.196749985218,0.187000006437,0.193250000477,
0.178999990225,0.196749985218,0.187000006437,0.193750008941,
0.179249987006,0.196749985218,0.186750009656,0.193750008941,
0.179249987006,0.197499990463,0.186750009656,0.194000005722,
0.179249987006,0.197499990463,0.186500012875,0.194000005722,
0.17974999547,0.197499990463,0.186750009656,0.194000005722,
0.179999992251,0.197499975562,0.18725001812,0.194499999285,
0.179249987006,0.19724996388,0.187750011683,0.194749996066,
0.179499998689,0.196749970317,0.188250005245,0.194999992847,
0.179499998689,0.195499971509,0.188249990344,0.195249989629,
0.178749993443,0.194999977946,0.188499987125,0.19549998641,
0.178749993443,0.19399997592,0.188749983907,0.19549998641,
0.178999990225,0.19399997592,0.188999995589,0.195749983191,
0.179249987006,0.193999990821,0.188999995589,0.195999994874,
0.179499983788,0.194249987602,0.189250007272,0.195999994874,
0.179250001907,0.19399997592,0.18900001049,0.19525000453,
0.179000005126,0.19399997592,0.188750013709,0.194999992847,
0.178749993443,0.193749979138,0.188500002027,0.194999992847,
0.179249987006,0.193749979138,0.188500016928,0.194999992847,
0.179249987006,0.193499982357,0.189250007272,0.194749996066,
0.179249987006,0.193249985576,0.189250007272,0.195500001311,
0.178499996662,0.193249985576,0.189750015736,0.195750012994,
0.178499996662,0.192999988794,0.190000027418,0.196000024676,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
